ID do canal,Moderação automática do canal no chat ao vivo,Tipo de comentários permitidos padrão do vídeo,Público-alvo padrão do vídeo,Licença padrão do vídeo,Latitude do local padrão do vídeo,Longitude do local padrão do vídeo
UCrHsJfFvvBfrYj_RYjilBgg,falso,Não definido,Não definido,Não definido,0,0





