Profile Name/ID,Video ID,Title,Author Channel,Action,Was commented,Comment,Date,Time,Tags,Rating
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,szXwbwRH-4E,Como se VESTIR BEM de FORMA CASUAL? O GUIA ESSENCIAL em 6 Passos | Moda Masculina,machomoda,Watched,0,-,28-05-2025,20:06:02,"macho moda, coloral, moda masculina, estilo masculino, moda para homens, machomoda, moda casual masculina, como se vestir de maneira casual, como se vestir melhor homem, moda básica masculina, como se vestir bem básico, básico estiloso, como se vestir melhor, como se vestir bem, como se vestir bem homem, insider",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,_th1xlWDmmY,Tudo sobre picanha | Netão Bom Beef,Netão Bom Beef,Watched,0,-,28-05-2025,20:06:31,"Churrasco, carnes, netao, bombeef, picanha, picanha netao, tudo sobre picanha, desossa picanha, ponto picanha, como fazer picanha, como cortar a picanha, como preparar picanha, parrilla, bbq",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,NMj7IHZArh8,A CLASSIFICAÇÃO SECRETA DOS CAFÉS: Descubra o que você realmente está bebendo | Não Sou Barista,Não Sou Barista,Watched,0,-,28-05-2025,20:06:59,"nao sou barista, não sou barista, ncjos31456, CAFÉ, café especial, como escolher café, classificação dos cafés, tipos de café, café gourmet, café superior, café tradicional, café extraforte, abic cafés, selo do café, como comprar café, diferenças entre cafés, café de qualidade, café sem açúcar, como saber se o café é bom, café com selo abic, café arábica vs robusta, dicas para escolher café, café para iniciantes, café barato e bom, café para quem quer parar com açúcar",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,29ZjanXXDtI,Google Slides: Master Slides and Layouts,LearnFree,Watched,0,-,28-05-2025,20:02:11,"google slides master slides and layouts, google slides slide master, google slides layouts, master slides, google slides themes, import custom theme, create custom theme, theme colors, customize colors, Google Slides (software), google slides tutorial",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,PWObNk6GsVk,6 PERFUMES BARATOS que eu dou NOTA 10 na minha Coleção (são BRABOS D+) | Perfumes Masculinos,Homem Cheiroso | Perfumes Masculinos,Watched,0,-,28-05-2025,20:14:05,"PERFUMES, PERFUMES MASCULINOS, MELHORES PERFUMES MASCULINOS, FRAGRÂNCIAS MASCULINAS, perfumes bons e baratos, perfumes masculinos bons e baratos, melhores perfumes baratos, melhores perfumes masculinos baratos, perfumes baratos 10/10, perfumes baratos nota 10, perfumes masculinos baratos nota 10, natura homem elo, close intention eudora, makathén in the box, ocean chill azza parfums, the icon attitude antonio banderas, mogno salt breeze mahogany",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,9D9h53Q1AEA,POV: Bartender at a Top London Restaurant,Fallow,Watched,0,-,28-05-2025,20:15:51,"bartender, bartending, the bartender, bartender pov, cocktails pov, Chef Pov, Fallow Restaurant, tiktok povs, pov, pov restaurant, pov cooking, pov chef, Chef ASMR, bar asmr, cocktail making, bar pov, pub pov",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,hO3TtY2k5hQ,Desafio brutal das panquecas!! (10.000kcal+),Corbucci Eats,Watched,0,-,28-05-2025,20:17:42,"desafio, pizza, corbucci, hambúrguer, hamburger, eats, eating, food, comida, matt stonie, competição, sanduíche, burger, burguer, subway, rodízio, panqueca, pancake, maple, insane, challenge",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,1j15VTX_Yxc,"CUPIM NA PRESSÃO 🥩🔥CARNE MACIA, SUCULENTA E CHEIA DE SABOR SEM COMPLICAÇÃO",Não custa tentar!,Watched,0,-,28-05-2025,20:27:45,"nctr10, cupim na pressão, carne de panela, cupim macio, como fazer cupim, receita fácil de cupim, carne suculenta, panela de pressão, almoço simples, carne cozida, cupim desfiando, carne saborosa, receita com carne, prato principal, carne assada na pressão, cupim rápido, carne econômica, churrasco de panela, cupim para almoço, receita caseira, cupim suculento, carne bovina, receita tradicional, comida afetiva, cupim na marmita, carne com sabor, receita de cupim, cupim",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,jdguVU0F7fs,Pov - Relaxing Barista workflow,IssackxCoffee,Watched,0,-,28-05-2025,20:28:10,"barista POV, Coffee shop Pov, Calm barista workflow, Relaxing barista shift, Relaxing barista pov, Relaxing coffee videos, Barista in London, Barista relaxing shift",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,ezPQyB6iXg0,POV- 4 hours of barista shift (compilation),IssackxCoffee,Watched,0,-,28-05-2025,20:30:14,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,I04V5TPvrB4,HARD COOKS! Japanese tatted chef skills!,Japanese Food Craftsman,Watched,0,-,28-05-2025,20:32:03,"yt:cc=on, 食えもん, japanese food craftsman, 俺ら友達, 俺らの時間, 入れ墨, 入れ墨とタトゥーの違い, 入れ墨 デザイン, 入れ墨 和彫, 日本 タトゥー, タトゥー 手順, 日本人 タトゥー, タトゥー, 刺青, メンズ, スタイル, カツオ, 鰹, fish, bonito, sashimi, 捌き方, 日本料理, 刺身, かつお, まぐろ, マグロ, yoyo系, shibuya, 渋谷, 渋谷スクランブル交差点, 渋谷レストラン, グルメ, gourmet, 旅, ヤクザ, ヤクザ 入れ墨, 暴力団, yakuza, 魚, 魚料理, 刺身料理, チェフ, chef, hiphop style, banada, japanese knife, 日本の包丁, 包丁, さばき方, 不良, 高級, 高級レストラン, おしゃれレストラン, おしゃれ, オシャレ, シェフ, 竹の子, レシピ, 料理, 鮨, sushi, イケメンシェフ, かっこういい, 魚裁き, キッチン包丁, tattoo, japanese tattoo, japanese tattoo sleeve, tats, tatted, hard cook, cappa",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,9DZMXQhQlZw,GOALBOUND Is The FIRST REAL Roblox BLUE LOCK Game...,Slykage,Watched,0,-,28-05-2025,22:00:48,"roblox, devil fruit, devil fruit reveal, fishman karate, fruit, gomu gomu, goro goro, gpo update 2, gura gura, phoeyu, piece, pika, pika pika, shark karate, showcase, slykage face reveal, slykage intro song, diable jambe, 2ss, two sword style grand piece online, phoeyu grand piece online, roblox grand piece online, sly, slykage, slykage grand piece, slykage grand piece online#updatefour#2ss#gomu#suna, #onepiece #gear5 #gear #anime #opanime #onepieceanime #luffy #joyboy #nika #sungod",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,oxSR_MfW2DA,Barista morning routine POV,IssackxCoffee,Watched,0,-,28-05-2025,20:30:30,"barista morning shift, solo barista, barista morning routine, day in a life of a barista, pov barista, Opening coffee shop, Morning barista shift, ASMR, ASMR barista POV, ASMR barista vlog, Barista in London, Solo barista workflow, Barista morning routine, Coffee shop in London, Barista opening coffee shop, Barista coffee shop setup, Batista setup, Barista opening shift, barista vlog, Morning coffee vlog, la marzocco, la marzocco strada av, la marzocco coffee machine",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,-IQnRfV9KkE,AIKU TEASER | Blue Lock: Rivals,Blue Lock Rivals: Unofficial Fans,Watched,0,-,29-05-2025,16:50:39,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,RycqbPnw9Vw,A day in a life of a Barista!,IssackxCoffee,Watched,0,-,29-05-2025,16:51:15,"barista POV, pov barista, ASMR, ASMR barista POV, ASMR barista vlog, Barista in London, Coffee shop in London, Barista coffee shop setup, Batista setup, barista vlog, day in a life of barista, life of barista, a day in my life, a day in a life of a barista, barista life, day in the life barista, coffee barista vlog, barista daily routines, barista morning routines, barista shift, barista shift asmr",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,GjFWfmdtbU8,"23 INIMIGOS DA MODA MASCULINA para 2025 (com Coloral, do Macho Moda)",Edson Castro [Oficial],Watched,0,-,30-05-2025,10:32:41,"edson castro, cortes do edson castro, edson castro cortes, cortes edson castro, edson castro mhm, mhm edson castro, moda masculina, inimigos da moda, inimigos da moda masculina, inimigo da moda, moda para homens, estilo masculino, macho moda, coloral macho moda, macho moda coloral, moda masculina para 2025, moda 2025, moda para 2025, moda masculina 2025, estilos de roupa",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,RycqbPnw9Vw,A day in a life of a Barista!,IssackxCoffee,Watched,0,-,30-05-2025,10:29:43,"barista POV, pov barista, ASMR, ASMR barista POV, ASMR barista vlog, Barista in London, Coffee shop in London, Barista coffee shop setup, Batista setup, barista vlog, day in a life of barista, life of barista, a day in my life, a day in a life of a barista, barista life, day in the life barista, coffee barista vlog, barista daily routines, barista morning routines, barista shift, barista shift asmr",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,477cSaKD4cA,UM DIA DE EVENTO NO MEU RESTAURANTE! | ROTINA DE COZINHEIRO,Leonardo Abreu,Watched,0,-,30-05-2025,10:31:12,"leonardo abreu, leo abreu, rotina de cozinha, rotina de cozinheiro, masterchef, chef de cozinha, gastronomia, estudar gastronomia, florianópolis, evento de gastronomia, evento florianopolis, floripa, onde comer em floripa, onde comer em florianópolis, restaurantes florianopolis, o que fazer em florianopolis, receita, receita fácil, receita rápida, cozinha profissional, marisco, como fazer marisco",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,NadXYvX5gsY,Picanha de 3 maneiras diferentes | Netão Bom Beef,Netão Bom Beef,Watched,0,-,30-05-2025,10:36:53,"Churrasco, carnes, netao, bombeef",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,1G-9Pibx5JI,POV: Bartender at One Of LA's Busiest Bars | Bon Appétit,Bon Appétit,Watched,0,-,30-05-2025,10:37:46,"50 best bars in north america, bartender pov video, behind the scenes, best bar los angeles, best cocktails la, best cocktails los angeles, bon appetit, bon appétit, cocktail recipes, day in the life of a bartender, day in the life of a mixologist, day in the life service industry, drinks, first person pov, first person pov video, food, full service bar, how to make cocktails, los angeles, making cocktails first person pov, mezcal cocktails, mixologist, mírate la, pov video",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,HPq05GXUgL8,"How He Started a Coffee Business (With $1,800)",UpFlip,Watched,0,-,30-05-2025,10:42:27,"coffee shop, coffee business, opening a coffee shop, coffee shop business, starting a coffee shop business, how to start a coffee shop business, how to open a coffee shop, starting a coffee shop, coffee shop business plan, coffee trailer, opening a cafe, owning a coffee shop, coffee stand, mobile coffee shop, drive thru coffee shop, coffee cart business, small coffee shop, how to start a coffee shop, coffee trailer business, coffee stand business, upflip",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,9DZMXQhQlZw,GOALBOUND Is The FIRST REAL Roblox BLUE LOCK Game...,Slykage,Watched,0,-,30-05-2025,10:51:39,"roblox, devil fruit, devil fruit reveal, fishman karate, fruit, gomu gomu, goro goro, gpo update 2, gura gura, phoeyu, piece, pika, pika pika, shark karate, showcase, slykage face reveal, slykage intro song, diable jambe, 2ss, two sword style grand piece online, phoeyu grand piece online, roblox grand piece online, sly, slykage, slykage grand piece, slykage grand piece online#updatefour#2ss#gomu#suna, #onepiece #gear5 #gear #anime #opanime #onepieceanime #luffy #joyboy #nika #sungod",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,4_GHssdew7o,10 CUIDADOS COM TÊNIS BRANCO | TÊNIS MASCULINO 2024,Manual do Homem Moderno,Watched,0,-,30-05-2025,10:41:20,"mhm, manual do homem, manual do homem moderno, tênis branco, tenis branco, tênis branco masculino, cuidados com tênis branco, cuidado com tênis branco, como limpar tênis branco, limpar tênis branco, tênis masculino 2024, tênis 2024, tênis 2024 masculino, tenis 2024 masculino, tenis para homens, tenis 2024",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,QDVZJF5M9ec,Amazon Always On,Google Ads,Watched,0,-,31-05-2025,23:32:20,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,CyxXwL6R-wA,GODADDY_OLV25Q1_03_AIRO_15S_S_BR_V1,Google Ads,Watched,0,-,31-05-2025,23:32:59,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,Res_aLxN5Kk,Experiências no Airbnb,Google Ads,Watched,0,-,31-05-2025,23:19:32,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,uBhk0hWxz3Y,"Se Vista Assim no Inverno! Peças, Looks e Perfumes Pra Ficar Estiloso no Frio.",Kimdamoda,Watched,0,-,31-05-2025,23:19:41,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,SojtBHg_-Kw,"CAFÉS EM GRÃOS DO MERCADO: Algum presta? (COFFEE ++, BAGGIO, ORFEU, SANTO GRÃO) | Não Sou Barista",Não Sou Barista,Watched,0,-,31-05-2025,23:20:27,"nao sou barista, não sou barista, ncjos31456, Coffee ++, Tassinari, Orfeu, café orfeu, SANTO GRÃO, BAGGIO",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,paWjdj6Vbzw,Google AI Pro - This Calls for Pro 30s 16x9 enBR,Google Ads,Watched,0,-,31-05-2025,23:25:01,"AI, Tech, AI News, Artificial Intelligence, Machine Learning, AI Tools, Prompt Engineering, Technology, Generative AI, Deep Learning, AI Explained",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,l32ZZq0YJ8M,Zartes Rinderfilet mit Rotwein-Schalotten-Sauce – Einfaches Rezept für besondere Anlässe,Fleisch Rezepte,Watched,0,-,31-05-2025,23:25:43,"Fleisch Rezepte, yt:cc=on, rezept, rezepte, Rinderfilet, Rinderfilet Rezept, Rinderfilet braten, Rinderfilet zubereiten, Rinderfilet mit Sauce, Rotwein-Schalotten-Sauce, Rotwein Sauce, Schalotten Sauce, Steak Rezept, Steak braten, Steak perfekt braten, Gourmet Rezept, Festtagsessen, Fleisch Rezept, Rindersteak, zartes Rinderfilet, Fleisch richtig braten, Filetsteak, Rinderfilet Medium, Rinderfilet Medium Rare, edles Abendessen, festliches Essen, einfaches Steak Rezept",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,4ID4gzPYkRM,POV- Training 2 Baristas at once! *Teaching latte art basics*,ConnorDoesCoffee,Watched,0,-,31-05-2025,23:27:11,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,8QbXfv_FDRQ,Perfume 212 Vip Black (Carolina Herrera),Fragrância,Watched,0,-,31-05-2025,23:31:34,"vídeo, compartilhamento, celular com câmera, videofone, gratuito, envio",-
Pedro Coimbra UCrHsJfFvvBfrYj_RYjilBgg,CcmzN0AOGiU,33가지 칵테일 만드는 영상,빠슐랭Barchelin,Watched,0,-,31-05-2025,23:33:06,"칵테일ASMR, 바텐더ASMR, tingles, triggers, bartenderasmr, cocktailasmr, barasmr, barmanasmr, asmrtrigger, tingleasmr",-
